확인 완료 체크,ID,프로젝트,구분,기능군,기능,경로,세부 동작,현재 판정,우선순위,화면 확인,이번 로컬 실행,운영 전과정 성공,다음 확인,완료 판정 공통,코드 근거,API·연결,관련 테스트·정적 근거(통과 뜻 아님),승인 경계,확인일,담당·결과 기록
미완료,ADM-28,웹,관리자,admin,추천 코스 편집,/admin/zone-courses/edit/:blockId,코스 조회·수정·저장,코드 존재·기능 실행 미확인,P2,이번 화면 검사 대상 아님,기능별 추가 실행 없음; 관련 테스트 파일 존재만 확인,미확인: 실제 계정·저장·발송·결제 완료를 뜻하지 않음,코드 정적 추적만; 실제 화면·권한별 동작 미검증,해당 역할에서 정상 흐름 및 필수입력·서버 오류·중복제출(해당 시)을 검증하고 결과와 날짜를 기록,src/pages/AdminZoneCourseEditor.tsx | src/lib/zone-courses-firestore.ts | src/components/admin/ZoneCourseEditor/BasicTab.tsx,,tests/unit/i18n-hardcoded-fallback.test.ts | tests/unit/lint-admin-editor-lifecycle.test.tsx | tests/unit/lint-admin-effects.test.tsx | tests/unit/lint-admin-trend-loading.test.tsx,인증·권한·고객정보 변경/실데이터 접근 별도 승인,2026-09-23,
미완료,ADM-29,웹,관리자,admin,요청 분류기 결과·설정 확인,/admin/intent-classifier,분류 결과 조회,코드 존재·기능 실행 미확인,P2,이번 화면 검사 대상 아님,기능별 추가 실행 없음; 관련 테스트 파일 존재만 확인,미확인: 실제 계정·저장·발송·결제 완료를 뜻하지 않음,코드 정적 추적만; 실제 화면·권한별 동작 미검증,해당 역할에서 정상 흐름 및 필수입력·서버 오류·중복제출(해당 시)을 검증하고 결과와 날짜를 기록,src/pages/AdminIntentClassifier.tsx | src/lib/intent-classifier-logs.ts,/api/ai-planner-modify,tests/unit/quality-score-and-p2.test.ts,인증·권한·고객정보 변경/실데이터 접근 별도 승인,2026-09-23,
미완료,ADM-30,웹,관리자,admin,프로모션 성과 조회,/admin/promo-stats,프로모션 통계 조회,코드 존재·기능 실행 미확인,P2,이번 화면 검사 대상 아님,기능별 추가 실행 없음; 관련 테스트 파일 존재만 확인,미확인: 실제 계정·저장·발송·결제 완료를 뜻하지 않음,코드 정적 추적만; 실제 화면·권한별 동작 미검증,해당 역할에서 정상 흐름 및 필수입력·서버 오류·중복제출(해당 시)을 검증하고 결과와 날짜를 기록,src/pages/AdminPromoStats.tsx,/api/admin-promo-stats,tests/unit/lint-admin-user-refresh.test.tsx,인증·권한·고객정보 변경/실데이터 접근 별도 승인,2026-09-23,
미완료,MOOD-01,웹,MOOD,mood_portal,예약 현황·잔액·차감 내역 조회,/mood,예약·잔액·예약별 차감내역 조회,부분 검증,P1 검증,"/mood 공통 로그인 안내만 확인; 해당 내부 기능 미실행 / 1440·390px, API·외부통신 차단",기능별 추가 실행 없음; 관련 테스트 파일 존재만 확인,미확인: 실제 계정·저장·발송·결제 완료를 뜻하지 않음,로그인·allowlist 사용자별 데이터/실제 잔액은 실행하지 않고 확인하지 않음,해당 역할에서 정상 흐름 및 필수입력·서버 오류·중복제출(해당 시)을 검증하고 결과와 날짜를 기록,src/pages/MoodPortal.tsx:526,"/api/mood-data | Firestore mood_clients, mood_bookings",tests/unit/mood-booking-logic.test.ts | tests/unit/mood-portal-auth-transition.component.test.tsx,금액·예약·정산·잔액 변경 및 실제 처리 별도 승인,2026-09-23,
미완료,MOOD-02,웹,MOOD,mood_portal,직접 예약 입력·경로 견적,/mood,차량/매니저/공항 유형 선택 | 일시·시간·주소 입력 | 경로/거리/톨비 확인 | 예약 등록,부분 검증,P1 검증,"/mood 공통 로그인 안내만 확인; 해당 내부 기능 미실행 / 1440·390px, API·외부통신 차단",기능별 추가 실행 없음; 관련 테스트 파일 존재만 확인,미확인: 실제 계정·저장·발송·결제 완료를 뜻하지 않음,실제 예약 저장·요금·잔액 차감은 실행하지 않음,해당 역할에서 정상 흐름 및 필수입력·서버 오류·중복제출(해당 시)을 검증하고 결과와 날짜를 기록,src/pages/MoodPortal.tsx:960; src/pages/MoodPortal.tsx:1024,/api/mood-route | /api/mood-book | /api/mood-booking-blocks | Firestore mood_bookings,tests/unit/mood-booking-logic.test.ts | tests/unit/mood-book-safety.test.ts | tests/unit/mood-route.test.ts,금액·예약·정산·잔액 변경 및 실제 처리 별도 승인,2026-09-23,
미완료,MOOD-03,웹,MOOD,mood_portal,자연어 일정 분석 후 AI 예약,/mood,일정 텍스트 분석 | 장소 검색·주소 보정 | 경로 확인 | 분석된 내용으로 예약,부분 검증,P1 검증,"/mood 공통 로그인 안내만 확인; 해당 내부 기능 미실행 / 1440·390px, API·외부통신 차단",AI 예약 검색 컴포넌트 19개 통과. 실제 분석 API/예약 저장 아님,미확인: 실제 계정·저장·발송·결제 완료를 뜻하지 않음,모델·외부 검색 연결과 예약 제출은 실행하지 않음,해당 역할에서 정상 흐름 및 필수입력·서버 오류·중복제출(해당 시)을 검증하고 결과와 날짜를 기록,src/components/mood/MoodAiBooking.tsx:474; src/components/mood/MoodAiBooking.tsx:642,/api/mood-parse-schedule | /api/place-search | /api/mood-route | /api/mood-book,tests/unit/mood-ai-booking-search.component.test.tsx | tests/unit/mood-parse-schedule.test.ts | tests/unit/mood-book-safety.test.ts,금액·예약·정산·잔액 변경 및 실제 처리 별도 승인,2026-09-23,
미완료,MOOD-04,웹,MOOD,mood_portal,주소·경유지 경로와 방문 일정 관리,/mood,출발·경유·도착 검색 | 경로 지도·거리·소요시간 표시 | 방문 순서·대기시간 일정 편집,부분 검증,P1 검증,"/mood 공통 로그인 안내만 확인; 해당 내부 기능 미실행 / 1440·390px, API·외부통신 차단",예약 변경 경로 컴포넌트 19개 통과. 실제 경로 API/예약 저장 아님,미확인: 실제 계정·저장·발송·결제 완료를 뜻하지 않음,지도 API·실제 주소검색 결과는 실행하지 않음,해당 역할에서 정상 흐름 및 필수입력·서버 오류·중복제출(해당 시)을 검증하고 결과와 날짜를 기록,src/pages/MoodPortal.tsx:777; src/pages/MoodPortal.tsx:876; src/components/mood/MoodBookingChangeModal.tsx:1196,/api/mood-route | /api/mood-parse-schedule,tests/unit/mood-route.test.ts | tests/unit/mood-route-schedule.test.ts | tests/unit/mood-route-map.test.ts | tests/unit/mood-booking-change-route.component.test.tsx,금액·예약·정산·잔액 변경 및 실제 처리 별도 승인,2026-09-23,
미완료,MOOD-05,웹,MOOD,mood_portal,관리자 업체 차량 견적서 작성·출력,/mood,견적서 프로필 조회·저장 | 요청 문장 분석 | 견적 미리보기 | 인쇄 대화상자에서 PDF 저장,부분 검증 — 로컬 실행 범위만 확인; 운영 미확인,P1 검증,"/mood 공통 로그인 안내만 확인; 해당 내부 기능 미실행 / 1440·390px, API·외부통신 차단",실제 390px 견적 UI: 일정 붙여넣기→주소 확인→견적 표시/복사 대표 1케이스 통과. 합성 경로/금액; 실제 발행 아님.,미확인: 실제 계정·저장·발송·결제 완료를 뜻하지 않음,실제 경로·금액 정책·고객 문서 전달 승인 후 확인,해당 역할에서 정상 흐름 및 필수입력·서버 오류·중복제출(해당 시)을 검증하고 결과와 날짜를 기록,src/pages/MoodPortal.tsx:2111; src/components/mood/MoodQuoteBuilder.tsx:232; src/components/mood/MoodQuoteBuilder.tsx:991,/api/mood-quote-profiles | /api/mood-quote-parse | /api/place-search | /api/mood-quote-preview,tests/unit/mood-vehicle-quote-builder.component.test.tsx | tests/e2e/mood-vehicle-quote-builder.spec.ts | tests/e2e/mood-quote-korean-customer-document.spec.ts,금액·예약·정산·잔액 변경 및 실제 처리 별도 승인,2026-09-23,"Astra 통합/검수, Luna 구현·검사. 실행별 상세: docs/qa/README.md 및 플래너 점검 기록"
미완료,MOOD-06,웹,MOOD,mood_admin,업체 잔액 수동 충전,/admin,현재 잔액 조회 | 충전 금액·메모 입력 | 충전 요청,부분 검증,P1 검증,"/mood 공통 로그인 안내만 확인; 해당 내부 기능 미실행 / 1440·390px, API·외부통신 차단",기능별 추가 실행 없음; 관련 테스트 파일 존재만 확인,미확인: 실제 계정·저장·발송·결제 완료를 뜻하지 않음,금액이 바뀌는 실제 충전은 실행하지 않음,해당 역할에서 정상 흐름 및 필수입력·서버 오류·중복제출(해당 시)을 검증하고 결과와 날짜를 기록,src/components/admin/MoodTopupModal.tsx:26; src/components/admin/MoodTopupModal.tsx:117,"/api/mood-data | /api/mood-topup | Firestore mood_clients, mood_topups",tests/unit/mood-topup-modal.lifecycle.test.tsx,금액·예약·정산·잔액 변경 및 실제 처리 별도 승인,2026-09-23,
미완료,MOOD-07,웹,MOOD,mood_admin,MOOD 접근 허용 사용자 관리,/admin,허용 사용자 조회 | 이메일 접근 권한 추가·제거,부분 검증,P1 검증,"/mood 공통 로그인 안내만 확인; 해당 내부 기능 미실행 / 1440·390px, API·외부통신 차단",기능별 추가 실행 없음; 관련 테스트 파일 존재만 확인,미확인: 실제 계정·저장·발송·결제 완료를 뜻하지 않음,접근 권한 변경 요청은 실행하지 않음,해당 역할에서 정상 흐름 및 필수입력·서버 오류·중복제출(해당 시)을 검증하고 결과와 날짜를 기록,src/components/admin/MoodAccessManager.tsx:46; src/components/admin/MoodAccessManager.tsx:92,/api/mood-allowlist-admin | Firestore mood_config/allowlist,tests/unit/mood-allowlist-admin.test.ts | tests/unit/mood-access-manager.component.test.tsx,금액·예약·정산·잔액 변경 및 실제 처리 별도 승인 | 인증·권한·고객정보 변경/실데이터 접근 별도 승인,2026-09-23,
미완료,MOOD-08,웹,MOOD,mood_portal,예약 가능 규칙·차단일 관리,/mood,반복 가능 규칙 추가·수정·삭제 | 특정 날짜 열기/차단 | 전체 규칙 활성·비활성,부분 검증,P1 검증,"/mood 공통 로그인 안내만 확인; 해당 내부 기능 미실행 / 1440·390px, API·외부통신 차단",기능별 추가 실행 없음; 관련 테스트 파일 존재만 확인,미확인: 실제 계정·저장·발송·결제 완료를 뜻하지 않음,예약 가능 규칙·차단일 변경은 실행하지 않음,해당 역할에서 정상 흐름 및 필수입력·서버 오류·중복제출(해당 시)을 검증하고 결과와 날짜를 기록,src/pages/MoodPortal.tsx:1359; src/components/mood/MoodBookingBlockManager.tsx:187; src/components/mood/MoodBookingBlockManager.tsx:233,"/api/mood-booking-blocks | Firestore mood_config/allowlist, mood_booking_block_audit",tests/unit/mood-booking-block-manager.component.test.tsx | tests/unit/mood-booking-blocks-backend.test.ts | tests/unit/mood-booking-availability.test.ts,금액·예약·정산·잔액 변경 및 실제 처리 별도 승인,2026-09-23,
미완료,MOOD-09,웹,MOOD,mood_portal,공유 예약 캘린더 메모,/mood,월별 메모 조회 | 날짜별 메모 작성·저장,부분 검증,P1 검증,"/mood 공통 로그인 안내만 확인; 해당 내부 기능 미실행 / 1440·390px, API·외부통신 차단",기능별 추가 실행 없음; 관련 테스트 파일 존재만 확인,미확인: 실제 계정·저장·발송·결제 완료를 뜻하지 않음,실제 월별 메모 조회·저장은 실행하지 않음,해당 역할에서 정상 흐름 및 필수입력·서버 오류·중복제출(해당 시)을 검증하고 결과와 날짜를 기록,src/pages/MoodPortal.tsx:804; src/pages/MoodPortal.tsx:820; src/pages/MoodPortal.tsx:1607,/api/mood-notes | Firestore mood_schedule_notes,tests/unit/mood-notes-gate.test.ts,금액·예약·정산·잔액 변경 및 실제 처리 별도 승인,2026-09-23,
미완료,MOOD-10,웹,MOOD,mood_admin,업체 주소록 관리,/admin,주소 목록 조회 | 주소 추가·수정·삭제 | 담당자 중복 정책은 서버에서 처리,부분 검증,P1 검증,"/mood 공통 로그인 안내만 확인; 해당 내부 기능 미실행 / 1440·390px, API·외부통신 차단",기능별 추가 실행 없음; 관련 테스트 파일 존재만 확인,미확인: 실제 계정·저장·발송·결제 완료를 뜻하지 않음,주소록 변경·실제 지오코딩은 실행하지 않음,해당 역할에서 정상 흐름 및 필수입력·서버 오류·중복제출(해당 시)을 검증하고 결과와 날짜를 기록,src/components/admin/MoodPlacesManager.tsx:24; src/components/admin/MoodPlacesManager.tsx:108; src/components/admin/MoodPlacesManager.tsx:136,/api/mood-places | Firestore mood_places,tests/unit/mood-places-upsert.test.ts,금액·예약·정산·잔액 변경 및 실제 처리 별도 승인,2026-09-23,
미완료,MOOD-11,웹,MOOD,mood_portal,예약 변경 제안·확정,/mood,일정·경로 변경 제안 | 변경 금액 확인 | 제안 철회 | 상대방 승인 후 변경,부분 검증 — 로컬 실행 범위만 확인; 운영 미확인,P1 검증,"/mood 공통 로그인 안내만 확인; 해당 내부 기능 미실행 / 1440·390px, API·외부통신 차단",실제 390px 예약변경 UI: 경유지 순서→견적→제안/승인 payload 대표 1케이스 통과. API 호출 없는 dev-ui 경계.,미확인: 실제 계정·저장·발송·결제 완료를 뜻하지 않음,실제 저장된 예약의 승인/경합/반영은 별도 검증,해당 역할에서 정상 흐름 및 필수입력·서버 오류·중복제출(해당 시)을 검증하고 결과와 날짜를 기록,src/components/mood/MoodBookingChangeModal.tsx:631; src/components/mood/MoodBookingChangeModal.tsx:1396,/api/mood-change | /api/mood-parse-schedule | /api/mood-route,tests/unit/mood-change.test.ts | tests/unit/mood-booking-change-route.component.test.tsx | tests/e2e/mood-booking-change-route.spec.ts,금액·예약·정산·잔액 변경 및 실제 처리 별도 승인,2026-09-23,"Astra 통합/검수, Luna 구현·검사. 실행별 상세: docs/qa/README.md 및 플래너 점검 기록"
미완료,MOOD-12,웹,MOOD,mood_portal,예약 취소,/mood,취소 사유 확인 | 예약 취소 요청,부분 검증,P1 검증,"/mood 공통 로그인 안내만 확인; 해당 내부 기능 미실행 / 1440·390px, API·외부통신 차단",기능별 추가 실행 없음; 관련 테스트 파일 존재만 확인,미확인: 실제 계정·저장·발송·결제 완료를 뜻하지 않음,예약 취소는 실행하지 않음,해당 역할에서 정상 흐름 및 필수입력·서버 오류·중복제출(해당 시)을 검증하고 결과와 날짜를 기록,src/pages/MoodPortal.tsx:1085; src/pages/MoodPortal.tsx:1089; src/pages/MoodPortal.tsx:2369,/api/mood-cancel | Firestore mood_bookings,tests/unit/mood-cancel.test.ts,금액·예약·정산·잔액 변경 및 실제 처리 별도 승인,2026-09-23,
미완료,MOOD-13,웹,MOOD,mood_portal,운행 정산 금액 미리보기·제안·수정,/mood,실제 시간·거리·톨비 입력 | 정산 미리보기 | 정산 제안 | 정산 정정안 제시,부분 검증,P1 검증,"/mood 공통 로그인 안내만 확인; 해당 내부 기능 미실행 / 1440·390px, API·외부통신 차단",기능별 추가 실행 없음; 관련 테스트 파일 존재만 확인,미확인: 실제 계정·저장·발송·결제 완료를 뜻하지 않음,정산 계산·제안·수정 요청은 실행하지 않음,해당 역할에서 정상 흐름 및 필수입력·서버 오류·중복제출(해당 시)을 검증하고 결과와 날짜를 기록,src/components/mood/MoodSettlementEditor.tsx:410; src/components/mood/MoodSettlementEditor.tsx:450,/api/mood-settle-preview | /api/mood-settle | /api/mood-settle-correct,tests/unit/mood-settle.test.ts | tests/unit/mood-settle-correction.test.ts | tests/unit/mood-settle-actual-distance-toll.test.ts | tests/unit/mood-settlement-dual-confirm.component.test.tsx,금액·예약·정산·잔액 변경 및 실제 처리 별도 승인,2026-09-23,
미완료,MOOD-14,웹,MOOD,mood_portal,정산 제안 승인·수정요청,/mood,정산 금액 최종 승인 | 수정 요청 | 요청 철회,부분 검증,P1 검증,"/mood 공통 로그인 안내만 확인; 해당 내부 기능 미실행 / 1440·390px, API·외부통신 차단",기능별 추가 실행 없음; 관련 테스트 파일 존재만 확인,미확인: 실제 계정·저장·발송·결제 완료를 뜻하지 않음,승인·수정요청·철회는 실행하지 않음,해당 역할에서 정상 흐름 및 필수입력·서버 오류·중복제출(해당 시)을 검증하고 결과와 날짜를 기록,src/components/mood/MoodSettlementEditor.tsx:662; src/components/mood/MoodSettlementEditor.tsx:721,"/api/mood-settle-respond | Firestore mood_settlement_proposals, mood_settlement_audit",tests/unit/mood-settle-respond.test.ts | tests/unit/mood-settlement-dual-confirm.component.test.tsx,금액·예약·정산·잔액 변경 및 실제 처리 별도 승인,2026-09-23,
미완료,MOOD-15,웹,MOOD,mood_portal,예약 내역서·경로 포함 공유,/mood,예약 내역서 상세 보기 | 예약·경로 요약 복사/공유,부분 검증,P1 검증,"/mood 공통 로그인 안내만 확인; 해당 내부 기능 미실행 / 1440·390px, API·외부통신 차단",기능별 추가 실행 없음; 관련 테스트 파일 존재만 확인,미확인: 실제 계정·저장·발송·결제 완료를 뜻하지 않음,브라우저 공유·클립보드 실제 환경은 확인하지 않음,해당 역할에서 정상 흐름 및 필수입력·서버 오류·중복제출(해당 시)을 검증하고 결과와 날짜를 기록,src/pages/MoodPortal.tsx:2470; src/pages/MoodPortal.tsx:2492,/api/mood-route | Firestore mood_bookings via /api/mood-data,tests/unit/mood-receipt-detail.component.test.tsx | tests/unit/mood-booking-share.component.test.tsx | tests/unit/mood-booking-share.test.ts,금액·예약·정산·잔액 변경 및 실제 처리 별도 승인,2026-09-23,
미완료,MOOD-16,웹,MOOD,mood_portal,방문지별 비용 부담 비율 설정,/mood,방문지별 MOOD/인플루언서 부담 비율 조정,부분 검증,P1 검증,"/mood 공통 로그인 안내만 확인; 해당 내부 기능 미실행 / 1440·390px, API·외부통신 차단",기능별 추가 실행 없음; 관련 테스트 파일 존재만 확인,미확인: 실제 계정·저장·발송·결제 완료를 뜻하지 않음,저장·최종 청구 영향은 실행하지 않음,해당 역할에서 정상 흐름 및 필수입력·서버 오류·중복제출(해당 시)을 검증하고 결과와 날짜를 기록,src/pages/MoodPortal.tsx:2018; src/components/mood/MoodAiBooking.tsx:1232; src/components/mood/MoodBookingChangeModal.tsx:1761,"예약·변경·정산 데이터에 포함 | /api/mood-book, /api/mood-change, /api/mood-settle",tests/unit/mood-course-share-percentages.test.ts | tests/unit/mood-course-payers-backend.test.ts,금액·예약·정산·잔액 변경 및 실제 처리 별도 승인,2026-09-23,
미완료,web-content-draft,웹·Brain·Python 연결,연결 운영,콘텐츠·SNS,"웹 cron은 공개 식당 색인에서 하루 소재를 고르고, 선택적으로 Gemini 초안을 생성해 Firestore content_drafts 및 관리자 의사결정 큐에 저장하고 Telegram 검토 알림을 보냄. 자동 게시 코드는 이 경로에 없음.",연결 API/작업: 코드 근거 참조,"웹 cron은 공개 식당 색인에서 하루 소재를 고르고, 선택적으로 Gemini 초안을 생성해 Firestore content_drafts 및 관리자 의사결정 큐에 저장하고 Telegram 검토 알림을 보냄. 자동 게시 코드는 이 경로에 없음.",코드 존재·기능 실행 미확인,P1 검증,이번 화면 검사 대상 아님,기능별 추가 실행 없음; 관련 테스트 파일 존재만 확인,미확인: 실제 계정·저장·발송·결제 완료를 뜻하지 않음,실제 cron 실행/Firestore 저장/Telegram 수신은 코드만으로 미확인. Brain 소셜 제작 파이프라인과 같은 큐를 공유하는 직접 연결은 이 코드에서 확인되지 않음.,해당 역할에서 정상 흐름 및 필수입력·서버 오류·중복제출(해당 시)을 검증하고 결과와 날짜를 기록,🌐웹 api/_crons/content-draft.js | 🌐웹 api/_shared/contentDraftSelector.js | 🌐웹 api/_shared/decisionQueue.js,cron 인증 | Firestore | CONTENT_WORKER_ENABLED | GEMINI_API_KEY(초안 선택 기능) | 운영자 Telegram,"소스에서 날짜별 kst-{dayIndex} 저장, 10분 생성 lease/token, 기존 draft 재사용, decision enqueue와 notify 실패 처리 확인. 현 턴 테스트·운영 호출 없음.",실발송·발행·외부 계정/키 변경 별도 승인,2026-09-23,
미완료,admin-approval-queue,웹·Brain·Python 연결,연결 운영,관리자 승인,관리자 인증 후 대기 결정을 읽고 승인/거절 상태로 바꿈. 승인만으로 외부 발행을 자동 실행하지 않는 승인 기록 층.,연결 API/작업: 코드 근거 참조,관리자 인증 후 대기 결정을 읽고 승인/거절 상태로 바꿈. 승인만으로 외부 발행을 자동 실행하지 않는 승인 기록 층.,코드 존재·기능 실행 미확인,P1 검증,이번 화면 검사 대상 아님,기능별 추가 실행 없음; 관련 테스트 파일 존재만 확인,미확인: 실제 계정·저장·발송·결제 완료를 뜻하지 않음,관리자 화면에서 현재 실제 대기 항목과 승인 이후 별도 게시 절차가 동작하는지는 미확인.,해당 역할에서 정상 흐름 및 필수입력·서버 오류·중복제출(해당 시)을 검증하고 결과와 날짜를 기록,🌐웹 api/admin-decisions.js | 🌐웹 api/_shared/decisionQueue.js | 🌐웹 src/pages/AdminDecisions.tsx,관리자 인증 | Firestore decision_queue,코드 경로에 GET pending 조회와 POST approve/reject 존재; resolveDecision은 큐 상태 변경. 실행 검증 없음.,실발송·발행·외부 계정/키 변경 별도 승인,2026-09-23,
미완료,admin-ops-inbox,웹·Brain·Python 연결,연결 운영,관리자 운영센터·문의,AI 운영센터 read model이 예약·문의·CS·결제 검토·의사결정 및 재시도 상태를 수집해 개인정보를 제거한 관리자 상태 응답으로 합침. 웹 문의 답변은 별도 승인/전달 경로.,연결 API/작업: 코드 근거 참조,AI 운영센터 read model이 예약·문의·CS·결제 검토·의사결정 및 재시도 상태를 수집해 개인정보를 제거한 관리자 상태 응답으로 합침. 웹 문의 답변은 별도 승인/전달 경로.,부분 검증 — 로컬 실행 범위만 확인; 운영 미확인,P1 검증,이번 화면 검사 대상 아님,실제 문의 응답 workflow 50개·API 3개·Telegram relay 중복 처리 39개 통과. SMTP/Telegram 경계 대역; 전달 성공 아님.,미확인: 실제 계정·저장·발송·결제 완료를 뜻하지 않음,운영 문의와 응답 메시지의 동일 ID/최종 전달 상태 확인,해당 역할에서 정상 흐름 및 필수입력·서버 오류·중복제출(해당 시)을 검증하고 결과와 날짜를 기록,🌐웹 api/admin-ai-ops-center.js | 🌐웹 src/pages/AdminAiOpsCenter.tsx | 🌐웹 api/admin-inquiry-response.js | 🌐웹 api/_shared/inquiry-response-delivery.js,관리자 인증 | Firestore 여러 컬렉션 | 메일 전송 설정(승인 답변 전달 시),코드에서 Promise.allSettled로 부분 실패를 표시하고 고객 식별정보를 제외함; 문의 응답 API에 draft/approve-send/retry/manual 상태 경로가 있음. 운영 데이터 읽기 금지 조건으로 실행하지 않음.,실발송·발행·외부 계정/키 변경 별도 승인,2026-09-23,"Astra 통합/검수, Luna 구현·검사. 실행별 상세: docs/qa/README.md 및 플래너 점검 기록"
미완료,company-gmail-inbox-reply,웹·Brain·Python 연결,연결 운영,회사 받은편지함,"웹 cron이 등록된 회사 Gmail inbox를 동기화하고, 관리자 답장 API가 외부 inbox 답장 resolver/sender를 통해 수동 답장을 보냄.",연결 API/작업: 코드 근거 참조,"웹 cron이 등록된 회사 Gmail inbox를 동기화하고, 관리자 답장 API가 외부 inbox 답장 resolver/sender를 통해 수동 답장을 보냄.",코드 존재·기능 실행 미확인,P1 검증,이번 화면 검사 대상 아님,기능별 추가 실행 없음; 관련 테스트 파일 존재만 확인,미확인: 실제 계정·저장·발송·결제 완료를 뜻하지 않음,현재 연결 계정 상태·새 메일 수신·실답장 성공은 이번 감사에서 인증/메일함을 열지 않아 미확인.,해당 역할에서 정상 흐름 및 필수입력·서버 오류·중복제출(해당 시)을 검증하고 결과와 날짜를 기록,🌐웹 api/_crons/company-gmail-inbox-sweep.js | 🌐웹 api/_shared/company-gmail-inbox.js | 🌐웹 api/admin-company-email-reply.js | 🌐웹 api/_shared/company-gmail-reply-source.js | 🌐웹 api/_shared/company-gmail-reply-sender.js,cron/admin 인증 | Gmail OAuth refresh 자격증명 및 계정 registry | Firestore inbox 저장,코드상 sweep 및 별도 관리자 reply 경로 존재. Brain SHARED-WORKLOG의 2026-09-13 기록은 본인 시험메일 roundtrip을 당시 확인했고 고객 자동답장은 OFF로 기록; 현 상태의 재확인은 아님.,실발송·발행·외부 계정/키 변경 별도 승인,2026-09-23,
미완료,owner-mobile-notifications,웹·Brain·Python 연결,연결 운영,운영자 모바일 알림,"웹 push 알림 sweep/test/reconnect 경로가 예약·문의 이벤트를 소유자에게 알리며, 정책·진단·cursor 보존 로직이 있음.",연결 API/작업: 코드 근거 참조,"웹 push 알림 sweep/test/reconnect 경로가 예약·문의 이벤트를 소유자에게 알리며, 정책·진단·cursor 보존 로직이 있음.",코드 존재·기능 실행 미확인,P1 검증,이번 화면 검사 대상 아님,기능별 추가 실행 없음; 관련 테스트 파일 존재만 확인,미확인: 실제 계정·저장·발송·결제 완료를 뜻하지 않음,현재 키 일치와 폰 표시 여부는 운영자/Production 설정·실기기 확인 전까지 미확인. 과거 키 불일치 기록을 현 장애로 단정할 수 없음.,해당 역할에서 정상 흐름 및 필수입력·서버 오류·중복제출(해당 시)을 검증하고 결과와 날짜를 기록,🌐웹 api/_crons/owner-notification-sweep.js | 🌐웹 api/_shared/owner-notification-delivery.js | 🌐웹 api/_shared/owner-notification-reconnect.js | 🌐웹 api/_shared/owner-notification-diagnostics.js | 🌐웹 api/_shared/owner-vapid-diagnostics.js,VAPID 공개/비밀 키 | Firestore 구독·전달 상태 | 브라우저 알림 권한/서비스워커 | 관리자 권한,소스에 구독 진단·재연결·cursor 유지 구성 확인. SHARED-WORKLOG 2026-09-13는 키 쌍 불일치를 운영자 키 교정 관문으로 기록했고 이후 구독 시험 수신도 당시 완료 기록이 있으나 최신 상태 아님.,실발송·발행·외부 계정/키 변경 별도 승인,2026-09-23,
미완료,brain-web-ops-bridge,웹·Brain·Python 연결,연결 운영,Brain↔웹 운영현황,Brain ops.v1 ledger/audit 결과를 허용된 산출물로 내보내고 웹은 주입된 ops.v1만 읽기 전용으로 모닝 브리핑/결정 큐에 투영. Vercel 웹은 로컬 Brain 경로를 직접 읽지 않음.,연결 API/작업: 코드 근거 참조,Brain ops.v1 ledger/audit 결과를 허용된 산출물로 내보내고 웹은 주입된 ops.v1만 읽기 전용으로 모닝 브리핑/결정 큐에 투영. Vercel 웹은 로컬 Brain 경로를 직접 읽지 않음.,코드 존재·기능 실행 미확인,P1 검증,이번 화면 검사 대상 아님,기능별 추가 실행 없음; 관련 테스트 파일 존재만 확인,미확인: 실제 계정·저장·발송·결제 완료를 뜻하지 않음,최신 산출물의 생성·전달·import 주기와 현재 웹 반영은 미확인. 직접 실시간 연결로 간주하면 안 됨.,해당 역할에서 정상 흐름 및 필수입력·서버 오류·중복제출(해당 시)을 검증하고 결과와 날짜를 기록,🧠Brain brain/ops_ledger.py | 🧠Brain brain/web_design_import.py | 🌐웹 api/_shared/opsBriefingBridge.js | 🌐웹 scripts/apply-brain-guide-projection.lib.mjs,Brain에서 생성한 ops.v1/artifact | 별도 import/apply 단계 | 웹 브리핑 호출자가 JSON 주입,웹 bridge는 schema/status 필드만 소비하고 Brain 파일시스템·Firestore를 직접 읽고 쓰지 않는다고 코드 주석과 구현이 명시. Brain import는 읽기전용 근거·크기·스키마를 검증. 현 턴 실행 없음.,실발송·발행·외부 계정/키 변경 별도 승인,2026-09-23,
